Ticker,Description,Last,Change %,Change,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Yearly Performance,Country,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Dividends Paid (FY),Dividends per Share (FY),Dividends Yield (FY),EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Gap %,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Money Flow (14),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Shares Float,Total Assets (MRQ),Total Current Assets (MRQ),Total Debt (MRQ),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ)
GIGANTE,GRUPO GIGANTE SAB DE CV,27.860001,0,0,35,975.100035,1341525690,21.28504928,0.06338479,,Retail Trade,9.38359676,Mexico,1.63149275,0.71847395,0,,,169197635.3,21.0062,1890643049,0,47403533.44,33.50891725,409428169.9,126667452.4,Specialty Stores,1318723897,9.6094495,643963040,-110890467,4.72663736,5.80442675,1.37342937,1.18118,,0.99807018,1.05415317,0.84362377,2.81832383,6.29550218,3.72261142,,371940320.7,2261428147,569700413.1,761144904.4,1362548142,1202037048,1318723897,994227000
AMR,"Alpha Metallurgical Resources, Inc.",113.89,20.16248154,19.11,1300838,148152439.8,2095626601,,-3.7755,3250,Energy Minerals,659.2666667,United States,1.95352321,2.21848309,0,0,,215282000,8.42029,1406170000,1.55096012,0,8.72895076,-40427000,126499000,Coal,1416187000,85.4457366,464474000,-446899000,-1.29048808,5.60807652,9.75349672,3.69265,26.6529,1.1498609,1.37801032,1.52762616,-1.25799025,-7.66007123,-2.68745593,435749.8462,15675871.17,1675951000,571218000,550399000,1479987000,1427854000,1416187000,18400400
HAE,Haemonetics Corporation,57.45,-0.4505285,-0.26,1109427,63736581.15,2936361064,133.0737517,0.4412,2708,Health Technology,-51.96086629,United States,2.05242663,1.06350381,0,0,,166015000,35.0205,3263590000,0.32923237,468199000,46.06561109,395616000,126227000,Medical Specialties,870463000,34.82905389,540305000,79469000,2.37016941,7.46635362,4.03935907,3.70966,80.0774,3.1294738,3.42354035,1.19218032,1.43472943,3.11643276,1.90195499,321441.2851,50638204.36,1831376000,729455000,777182000,1088253000,1100601000,870463000,51111600
VNOM,Viper Energy Partners LP,29.3,-0.37402244,-0.11,2032402,59549378.6,4959211129,37.46514575,0.7899,,Energy Minerals,87.22044728,United States,4.54299845,0.34786692,-75942000,1.1,6.359946,461176000,7.83525,3840740000,1.15606936,0,72.97391603,365989000,126026000,Integrated Oil,501534000,74.355429,737279000,58132000,11.59083931,71.41868747,2.85205129,2.05606,,4.65961327,4.03090909,4.54299845,2.11566191,8.02629962,4.18079124,,59488765.51,3034021000,111149000,776727000,801193000,801193000,501534000,78546400
DAN,Dana Incorporated,17.33,-6.92803437,-1.29,5372140,93099186.2,2499948109,13.46953938,1.3597,40200,Producer Manufacturing,-26.0665529,United States,1.64949402,1.22825587,-58000000,0.4,2.206288,750000000,7.77968,5953160000,-0.7518797,482000000,9.25760286,815000000,126000000,Auto Parts: OEM,8945000000,55.26882255,2375000000,197000000,2.20259392,4.0362254,1.36058608,1.71255,,0.29554495,0.29632264,0.9300828,2.62526652,10.70652174,4.45248051,222512.4378,143047856,7632000000,3586000000,2669000000,5459000000,5459000000,8945000000,144256000
SSTK,"Shutterstock, Inc.",90.7,0.18778306,0.17,872887,79170850.9,3297598210,36.24482507,2.5179,1148,Technology Services,7.65578635,United States,1.1588782,0.09675932,-30651000,0.84,1.075028,159837000,23.4375,3882440000,0.88368497,219816000,62.90258141,488456000,125989000,Internet Software/Services,773415000,61.42093756,-268687000,91883000,11.88016783,14.35270844,6.94164818,8.61915,26.2601,4.32266429,4.30950163,1.1588782,11.62080091,20.63842715,18.96463648,673706.446,24082318.49,851710000,386815000,45330000,383228000,383228000,773415000,36357200
CCMP,"CMC Materials, Inc.",181.96,-1.87132611,-3.47,1245789,226683766.4,5199984174,,-2.4596,2200,Electronic Technology,11.94782823,United States,2.95697074,1.02133648,-53015000,1.82,1.003545,357532000,12.0631,6246760000,-0.31817937,567267000,40.7704062,447205000,125712000,Semiconductors,1199831000,64.45712698,722060000,-68577000,-5.91360229,18.22290063,5.92978437,6.06566,20.4518,4.29965025,4.45083691,2.05801993,-3.19463568,-7.22617606,-3.80371453,545377.7273,28256530.66,2159119000,573812000,922083000,1271948000,1256299000,1199831000,28577600
CHEF,"The Chefs' Warehouse, Inc.",31.865,-2.99847793,-0.985,560691,17866418.72,1207252596,,-0.1398,2712,Distribution Services,-0.32843291,United States,2.3853658,1.54900617,0,0,,46911000,30.5506,1788590000,0.2130898,221775000,22.36766056,390485000,125689000,Food Distributors,1745757000,67.13852927,427324000,-4923000,-0.28199801,0.6553604,3.63718978,3.52359,,0.80489689,0.70762626,1.65197596,-0.48073355,-1.41709641,-0.57128799,643715.708,32505025.77,1073795000,469960000,542479000,723584000,723584000,1745757000,37886500
MOV,Movado Group Inc.,38.42,-2.53678336,-1,285579,10971945.18,629221947.5,10.22777676,3.8999,1206,Consumer Durables,64.11789833,United States,3.6967008,0.16691074,0,0.1,2.5510204,120084000,5.77541,665583000,-0.50735667,0,56.51013182,277934000,125574000,Other Consumer Specialties,514697000,62.0515369,-125511000,-111518000,12.75484602,15.09864007,2.13817638,1.67982,7.34215,1.30399973,1.76991278,2.51964698,12.54356995,21.45066813,17.82207468,426780.2653,15907565.15,741017000,536151000,76706000,289323000,281454000,514697000,22914360
CYBR,CyberArk Software Ltd.,168.13,-1.18138004,-2.01,1296696,218013498.5,6684791267,,-2.1158,,Technology Services,20.33352419,Israel,3.12311104,0.71587806,,,,-68358000,,6521790000,0.95215705,123717000,81.30804884,408912000,125449000,Packaged Software,502917000,57.10139176,-406334000,-83946000,-16.69181992,-15.57652654,,,104.385,13.43402038,13.32086338,,-5.12325385,-11.70958293,-6.79065426,,39346596.72,1693202000,1061864000,520094000,966690000,966690000,502917000,39759700
BV,"BrightView Holdings, Inc.",13.92,3.03478905,0.41,409967,5706740.64,1382256073,32.68418583,0.4326,20500,Commercial Services,-12.67252196,United States,1.55937774,0.96875234,0,0,,266800000,9.41411,2642050000,0.37009623,1950500000,23.1840988,596200000,125000000,Miscellaneous Commercial Services,2553600000,45.74283252,1160000000,46300000,1.75607873,5.03666538,1.08532036,1.1065,17.8897,0.56590423,0.57654359,1.55937774,1.4439173,3.4956976,1.8058422,124565.8537,47283283.8,3245100000,711700000,1292800000,1977600000,1910600000,2553600000,99300000
EZPW,"EZCORP, Inc.",5.79,-3.33889816,-0.2,922774,5342861.46,327295736.7,22.42851838,0.3573,6500,Finance,14.65346535,United States,4.26171397,0.80294453,0,0,,124818000,3.84131,887519000,-0.33388982,284619000,57.29237063,418813000,124537000,Finance/Rental/Leasing,729551000,53.35656951,283562000,8612000,2.59370024,5.75782292,0.50366365,0.634127,18.546,0.64080724,0.4632054,3.41260782,1.61728527,3.03774897,1.82906287,112238.6154,51976044.07,1280321000,598839000,525528000,594673000,625820000,729551000,56527771
SGRY,"Surgery Partners, Inc.",54.67,4.59154391,2.4,1539648,84172556.16,4834835424,,-1.2447,,Health Services,44.05797101,United States,1.76248137,1.43251587,-5100000,0,,426500000,17.8852,8629720000,0.70786302,0,17.64415082,392600000,124400000,Hospital/Nursing Management,2225100000,65.24885768,2904600000,-81200000,-3.18637365,12.97020359,4.62823205,4.38132,158.538,2.14315367,1.83647087,1.64865872,-1.2041747,-8.65108901,-1.78895842,,37920861.03,6238600000,946100000,3294500000,3938800000,3938800000,2225100000,88436700
ICUI,"ICU Medical, Inc.",238.415,0.71178135,1.685,636531,151758538.4,5671150330,49.70082589,4.8641,8500,Health Technology,20.27797397,United States,5.06563501,0.02827297,0,0,,237148000,19.4092,4654120000,0.32948929,43439000,36.52830493,478452000,124330000,Medical Specialties,1316308000,49.43688319,-521557000,103135000,7.83517232,10.48128553,3.1063462,3.12531,25.9779,3.90810608,3.90344653,3.620076,5.65987155,6.61483066,6.45049114,154859.7647,20006947.51,1880738000,1017063000,45690000,264707000,264707000,1316308000,23786900
SUPN,"Supernus Pharmaceuticals, Inc.",30.13,-5.69640063,-1.82,3028932,91261721.16,1602336594,20.15385636,1.5443,,Health Technology,24.76190476,United States,2.84765094,0.52573575,,,,145331000,,1431350000,-9.92175274,0,81.4185106,,123770000,Pharmaceuticals: Other,567500000,59.45215866,-17760000,,14.48743713,20.74831379,,1.73974,,2.92625742,,2.59135703,5.33431298,10.76120202,6.92553923,,51212365.87,1555040000,668375000,426092000,,744572000,567500000,53180800
SPXC,SPX Corporation,49.62,-2.13017751,-1.08,440589,21862026.18,2253411892,37.89940606,1.3809,3100,Producer Manufacturing,-6.23582766,United States,2.05551763,0.25859099,0,0,,117200000,21.4558,2684350000,0.1183432,457300000,31.96093163,410200000,123700000,Industrial Conglomerates,1219500000,53.47691439,-103000000,64700000,4.08715252,5.61232156,2.07818528,2.46035,16.8171,1.76889485,1.92194584,1.62366325,2.20855409,6.28139253,4.66992875,393387.0968,44233469.04,2628600000,903400000,285200000,1525700000,1525700000,1219500000,45413400
KWR,Quaker Houghton,178.21,-3.98685416,-7.4,197371,35173485.91,3188975364,27.08148673,6.7911,,Process Industries,-30.99589561,United States,2.13780383,0.66982006,-28599000,1.62,0.9055204,262334000,18.4856,4888640000,-0.98055062,631194000,32.90107986,534740000,123664000,Chemicals: Specialty,1761158000,34.64368861,764482000,120889000,6.86451755,9.98116012,2.36495216,2.97722,,1.85987155,1.85855064,1.52328285,4.13486299,8.92985746,5.43770745,,13412124.59,2955760000,920254000,929658000,1567838000,1567838000,1761158000,17894500
PEN,"Penumbra, Inc.",222.67,0.41941012,0.93,506937,112879661.8,8383808539,1640.649819,0.1614,3800,Health Technology,-15.41179152,United States,5.5315795,0.18193006,0,0,,8907000,888.93,10679100000,-0.86587896,166388000,63.2386736,472764000,123462000,Medical Specialties,747590000,51.53751256,-81327000,5284000,0.70680453,-1.00335746,8.95137391,11.3185,,11.3832765,11.51398565,3.39269625,0.51121475,0.66239403,0.57740998,196734.2105,35550545.72,1244250000,681474000,173548000,290323000,290323000,747590000,37651300
BLKB,"Blackbaud, Inc.",59.455,-4.85677708,-3.035,1067680,63478914.4,3090641006,540.6167401,0.1175,,Technology Services,-12.68174475,United States,0.76689479,1.40792402,0,,,89406000,38.2385,4069040000,-1.31220995,1076482000,51.98848815,482318000,123279000,Packaged Software,927740000,45.15931215,357804000,5698000,0.6141807,2.71293681,4.44825926,5.72561,18.8579,3.10785708,3.18992355,,0.22746085,0.99684222,0.42687579,,42811401,2965359000,850971000,1009566000,2248299000,2248299000,927740000,51982900
PCTY,Paylocity Holding Corporation,198.38,-6.6183393,-14.06,551109,109329003.4,10932790094,130.3651384,1.6381,4150,Technology Services,16.71471436,United States,1.01526391,0.15458473,0,0,,113734000,102.387,13329700000,0.19770288,68326000,65.01740883,412489000,123252000,Packaged Software,635627000,46.67519381,-5777000,70819000,12.2397906,9.36083737,23.66316618,25.6834,93.1541,15.96342772,18.31163497,1.01526391,3.29078511,19.56518175,15.47861578,153163.1325,39699145.49,2588590000,2036792000,78327000,1937955000,2081897000,635627000,55110300
KRO,Kronos Worldwide Inc,14.96,1.56143924,0.23,388544,5812618.24,1728626717,18.48018177,0.7922,2242,Process Industries,1.97682345,United States,4.69426261,0.58759124,-83200000,0.72,5.1912565,221300000,10.02,1541160000,-0.20366599,0,22.29995157,351200000,123000000,Chemicals: Specialty,1638800000,48.31667122,107800000,63900000,4.92385514,8.70150137,2.12293905,1.74449,,0.90992843,1.0326971,3.06314979,4.63126993,11.27055491,7.07410414,730954.5049,22068547.85,2004500000,1219100000,483000000,1240200000,1182500000,1638800000,115550000
XPER,Xperi Holding Corporation,16.75,-3.29099307,-0.57,1953406,32719550.5,1729875394,,-0.5298,1900,Electronic Technology,-23.79435851,United States,2.73771917,0.62744138,-20979000,0.2,1.1627907,256848000,9.81411,2541530000,-1.44341801,851088000,59.67761047,523736000,122925000,Semiconductors,877696000,55.45828547,579385000,-55457000,-6.31847473,3.37770709,1.31596665,1.4468,10.1251,2.04294289,2.05246691,2.71083601,-2.14484149,-3.95202583,-2.49107011,461945.2632,101349179.7,2470022000,519474000,841040000,1129594000,1129594000,877696000,103276000
WWD,"Woodward, Inc.",120.975,-2.93268073,-3.655,1570814,190029223.7,7634093132,41.28641745,3.1146,7200,Producer Manufacturing,4.71306154,United States,4.39057929,0.33813222,-36041000,0.65,0.612212,291660000,20.7626,7450570000,0.0802375,800022000,23.89164543,551058000,122435000,Industrial Machinery,2245832000,44.37085949,324832000,208649000,8.77340598,7.31140871,3.53629373,3.09737,18.9821,3.59204972,3.62360039,3.01934096,4.93784355,9.20871848,6.81320384,311921.1111,58837118.45,4035240000,1446731000,751814000,1876223000,1811808000,2245832000,63104700
SMTC,Semtech Corporation,67.06,-3.34390314,-2.32,972967,65247167.02,4321133650,42.25551856,1.644,1394,Electronic Technology,2.16331505,United States,4.00581879,0.27455115,0,0,,154525000,43.0345,5462750000,0.27385414,351141000,61.39421887,355284000,122391000,Semiconductors,595117000,42.19586081,-89828000,59903000,14.89773854,16.90814161,6.38459424,7.6245,54.3748,6.25882432,7.60694665,3.15713951,9.82043746,15.27565548,11.96756547,426913.1994,63745264.26,1121300000,496357000,197237000,383149000,402902000,595117000,64436800
PNM,"PNM Resources, Inc. (Holding Co.)",44.91,-0.57560328,-0.26,1498996,67319910.36,3854844314,19.8592788,2.285,,Utilities,-5.17314189,United States,0.94214311,1.63561636,,1.33,3.077945,620378000,,,0.08855435,278297000,35.15714163,625647000,122215000,Electric Utilities,1779873000,44.89054286,3569963000,196357000,11.03393904,17.38321496,,,,,,,2.42421295,9.84009434,3.87246574,,84738702.49,8256070000,447713000,3619444000,,6043177000,1779873000,85834900
SGH,"SMART Global Holdings, Inc.",27.27,-0.6557377,-0.18,1561505,42582241.35,1307084960,,-0.0570357,3926,Electronic Technology,23.87008858,United States,1.76378899,1.22289367,0,0,,198750000,9.25334,1740770000,-0.80145719,72487000,21.95309011,296353000,122201000,Semiconductors,1501142000,63.60323283,173298000,21310000,2.34084995,7.95056538,2.20234215,4.3596,11.1105,0.45611604,0.48177166,1.16980709,3.72904299,13.07658276,6.61282699,382359.1442,21903851.03,1323698000,943837000,406348000,1025874000,991414000,1501142000,23239100
ETD,Ethan Allen Interiors Inc.,26.22,0.61396777,0.16,1159119,30392100.18,663394615.2,8.23562784,3.1897,4188,Consumer Durables,5.47063556,United States,1.41929925,0.32696172,-43290000,0.96,4.439342,119959000,6.31104,685080000,-0.30698388,25388000,58.58818165,392493000,122143000,Home Furnishings,685169000,51.01298757,14375000,60005000,10.83752959,13.88377441,1.87638682,1.81853,6.4792,0.89399252,0.96683849,0.68080084,12.19360762,22.65822572,17.92696209,163602.9131,22711203.5,689328000,316244000,119582000,331827000,323591000,685169000,25301100
CRSR,"Corsair Gaming, Inc.",23.14,0.25996534,0.06,2279944,52757904.16,2183120075,22.97859691,1.088,2490,Technology Services,-29.23547401,United States,1.57980915,0.5425411,0,0,,182988000,12.4794,2336910000,-1.29982669,317054000,26.98727981,483920000,121813000,Packaged Software,1904060000,37.35848898,243112000,100960000,5.30235392,7.24210372,3.85738167,3.49476,233.091,1.21374633,1.21797252,0.91205985,7.61528049,20.08015354,12.45640075,764682.7309,36542450.21,1337396000,705775000,308261000,769216000,769216000,1904060000,94344000
ZEUS,"Olympic Steel, Inc.",30.305,13.20508031,3.535,310682,9415218.01,337103736,2.7027284,10.5338,1642,Non-Energy Minerals,57.83854167,United States,3.5188289,0.84256395,-886000,0.08,1.266268,189922000,3.05061,618290000,0.56032873,10496000,21.18647916,489885000,121773000,Steel,2312253000,55.76507478,347805000,121051000,5.23519701,7.30750484,0.74511371,0.615905,,0.14151968,0.14143361,1.35676396,14.24126899,33.37271125,19.22219435,1408193.057,9403408.671,1041300000,789400000,357617000,616861000,616861000,2312253000,11123700
VRRM,Verra Mobility Corporation,16.33,-2.79761905,-0.47,2319205,37872617.65,2548529890,135.2472089,0.1323,640,Transportation,19.28414901,United States,3.1825109,4.14433282,0,0,,209026000,18.5013,3371690000,-0.95238095,637739000,71.24484944,243483000,121763000,Other Transportation,393593000,60.65538904,878641000,-3445000,4.36110181,19.85677232,7.94394274,9.62116,95.7703,5.83583055,6.96475476,3.1825109,1.46936441,7.13663315,1.71378338,614989.0625,154620564.1,1481916000,372131000,1009833000,1039366000,1238250000,393593000,156064000
TGH,Textainer Group Holdings Limited,36.3,2.22472543,0.79,1056871,38364417.3,1772596327,6.76013095,5.512,,Finance,50.06200909,Bermuda,,2.99817993,-22260000,0.25,2.7359781,644704000,11.2305,7223270000,-0.59138271,0,54.58224909,451717000,121687000,Finance/Rental/Leasing,780501000,60.08282334,5134310000,284288000,36.42378421,46.12998574,1.20492811,1.17724,,2.34598719,2.36841823,,4.33735454,18.69785607,4.85174048,,45029555.27,7367444000,,5340520000,5586190000,5586190000,780501000,48831900
ETRN,Equitrans Midstream Corporation,6.8425,6.74726989,0.4325,16748444,114601228.1,2960585495,,-3.323,766,Industrial Services,-8.03091398,United States,1.21560983,2.58050976,-318007000,0.6,8.888889,1024964000,12.1444,12456100000,0.31201248,486698000,62.89785329,828388000,121595000,Oil & Gas Pipelines,1317037000,66.07988665,6813537000,-1380478000,-104.816949,52.37066233,1.91127169,2.92779,7.99176,2.21934995,2.21922695,1.21560983,-11.67590322,-45.25176675,-13.79584374,1719369.452,407844291.7,10920764000,446829000,6948198000,8228196000,8228196000,1317037000,432676000
TILE,"Interface, Inc.",14.81,13.48659004,1.76,1020283,15110391.23,874603623,15.82849774,0.9306,,Producer Manufacturing,21.09566639,United States,2.18607245,1.68011657,-2362000,0.04,0.27155465,165374000,8.17268,,6.2835249,151858000,36.04912704,432733000,121378000,Building Products,1200398000,64.03815578,513299000,55234000,4.57473271,9.6149777,,,17.0133,0.72465978,0.72362902,1.17354438,4.16643273,15.91886784,5.71643009,,57688960.16,1330057000,572340000,610551000,966659000,966659000,1200398000,59054900
SGU,Star Group L.P.,10.4699,7.38358974,0.7199,327687,3430850.121,394479032.9,8.03328408,1.2859,3121,Utilities,4.17810945,United States,0.70750887,1.18593545,-23448000,0.55,5.517909,103630000,3.92576,703511000,1.12820513,254198000,26.77973693,446205000,121078000,Gas Distributors,1497086000,69.00532869,288716000,73885000,3.21909684,4.32087125,1.43526443,1.46821,13.6174,0.24856168,0.27981859,0.54371796,5.50831985,19.09990154,11.40732387,479681.5123,32484323.96,970754000,335783000,326558000,575659000,695395000,1497086000,37677400
RBLX,Roblox Corporation,45.32,-12.11944929,-6.25,50749777,2299979894,26637240933,,-0.8523,,Technology Services,-34.79136691,United States,1.54296172,2.0806108,0,0,,-375682000,,58676600000,0.52356021,118071000,22.27470989,427492000,121075000,Packaged Software,1919181000,,-1770658000,-491651000,-25.61775049,-25.79735835,48.53785351,103.347,100.635,14.79057426,14.79057426,1.54296172,-15.34396439,-295.7930866,-52.87721251,,306314663.9,4560596000,3343740000,1233642000,3967673000,3967673000,1919181000,587759000
DVAX,Dynavax Technologies Corporation,11.26,-8.15660685,-1,4559687,51342075.62,1406619015,22.63811409,0.5747,311,Health Technology,32.93978749,United States,1.74787294,1.15743297,0,0,,139091000,11.0422,1441270000,-0.89722675,2125000,60.28482388,263470000,121058000,Biotechnology,437042000,75.30364297,-288567000,72144000,16.41512715,30.22135172,6.95519483,7.77898,5.68321,3.53891066,3.82850042,1.63763789,10.30378063,51.04903813,19.1188757,1405279.743,115669277.3,1039246000,972520000,257383000,816872000,816872000,437042000,124922000
